Ti/Ca;Ni/Ca;Cu/Ca;Zn/Ca;Br/Ca;Pb/Ca;Cluster
3,61702E-06;3,43496E-05;1,06368E-05;3,85865E-05;3,17819E-05;3,74829E-06;Yellow
4,48259E-05;3,62507E-05;2,8789E-05;1,44343E-05;5,02575E-05;2,35413E-06;Yellow
0,000230663;0;0;3,70108E-06;5,17489E-05;2,75088E-06;Yellow
7,99437E-05;0;0;1,24789E-05;4,13786E-05;3,27241E-06;Yellow
7,00737E-07;3,02455E-05;2,42917E-07;3,36576E-05;6,64428E-05;3,25179E-06;Yellow
4,83478E-05;1,50624E-05;0;4,22225E-05;7,01766E-05;3,49279E-06;Yellow
0,000132365;1,21667E-05;1,22213E-05;2,49639E-05;5,69039E-05;4,72654E-06;Yellow
0,000234454;2,26012E-05;1,97314E-05;0;5,69173E-05;7,64613E-06;Yellow
3,28434E-05;0;2,15539E-05;0;5,2577E-05;1,40656E-06;Yellow
0;7,59942E-05;5,14128E-05;6,28175E-06;3,55793E-05;1,60821E-06;Yellow
0;0,00012707;0,000127283;1,22246E-05;1,17115E-05;6,20831E-06;Yellow
0;0,000114976;7,17891E-05;1,85107E-05;1,11144E-05;6,3508E-06;Yellow
0;0,000105467;1,15019E-05;4,07845E-05;2,32193E-05;9,19953E-06;Yellow
0;8,79271E-05;1,17959E-05;6,67553E-05;1,5002E-05;1,32033E-05;Yellow
0;3,1431E-05;7,06948E-06;5,16203E-05;1,79951E-05;1,58482E-05;Yellow
0;3,65471E-05;0;4,93394E-05;1,16133E-05;1,1982E-05;Yellow
0;5,13777E-05;6,19105E-06;8,10081E-05;2,396E-05;1,35452E-05;Yellow
0;1,20345E-05;3,76177E-06;0,000138833;4,62802E-05;2,30761E-05;Yellow
0;0;4,99944E-05;0,00012981;3,48097E-05;1,32615E-05;Yellow
0;0;3,53493E-05;7,35273E-05;3,16268E-05;1,23525E-05;Yellow
2,58594E-05;0;4,35786E-05;3,88099E-05;3,53554E-05;1,43648E-05;Yellow
1,51662E-05;0;3,57041E-05;5,84369E-05;4,06546E-05;1,78361E-05;Yellow
0;0;1,71722E-05;6,31121E-05;3,57457E-05;1,90367E-05;Yellow
1,64623E-05;0;2,3132E-06;5,41001E-05;4,94059E-05;1,11153E-05;Yellow
9,44108E-05;0;0;2,3973E-05;5,41894E-05;8,57967E-06;Yellow
3,38737E-05;3,23562E-05;4,28558E-06;1,65255E-05;4,15588E-05;1,13396E-05;Yellow
3,92616E-07;0;1,44341E-06;4,22368E-05;2,62662E-05;1,09563E-05;Yellow
5,4385E-05;1,79848E-05;7,16241E-06;4,16213E-05;3,37085E-05;7,47507E-07;Yellow
0,000106596;7,53939E-05;0;1,86923E-05;3,67394E-05;0;Yellow
6,14112E-05;0,000126321;0;2,82818E-05;2,11512E-05;0;Yellow
0;3,06247E-05;4,77166E-06;4,18713E-05;2,1504E-05;8,29102E-06;Yellow
0;4,33357E-05;5,84221E-05;5,38947E-05;3,03017E-05;1,28061E-05;Yellow
0;3,65906E-05;6,73754E-05;5,40787E-05;3,00897E-05;1,70539E-05;Yellow
0;3,35894E-05;1,82443E-05;4,04488E-05;3,69579E-05;1,8919E-05;Yellow
0;1,93708E-05;2,72995E-05;7,51242E-05;2,875E-05;1,64813E-05;Yellow
0;3,12145E-05;9,09371E-06;0,000102701;2,18248E-05;1,8185E-05;Yellow
0;7,58779E-05;0;6,92801E-05;2,92293E-05;1,15829E-05;Yellow
0;9,49641E-05;0;4,05237E-05;3,34485E-05;1,14344E-05;Yellow
0;7,68466E-05;1,10994E-06;5,52371E-05;3,3058E-05;1,58587E-05;Yellow
0;0,000149173;3,18868E-05;7,86369E-05;3,06974E-05;2,25871E-05;Yellow
0;4,98108E-05;1,32292E-05;6,3854E-05;1,61937E-05;1,64297E-05;Yellow
0;0;3,22354E-05;5,16179E-05;4,62239E-06;1,00332E-05;Yellow
0;0;4,18859E-05;5,30893E-05;0;0;Yellow
0;0;1,35551E-05;7,24125E-05;8,67031E-06;1,78914E-06;Yellow
0;0;3,62949E-06;4,66837E-05;1,5797E-05;2,0072E-06;Yellow
0;0;1,78547E-05;3,52653E-05;2,69624E-06;1,4838E-06;Yellow
0;3,28081E-05;7,96737E-06;3,6369E-05;0;6,36559E-06;Yellow
0;0,000142506;4,6999E-05;3,63212E-05;0;1,00625E-05;Yellow
0;0,000180504;7,39992E-05;3,01546E-05;0;9,83868E-06;Yellow
0;0,000255948;9,65892E-05;5,02656E-05;2,03757E-05;1,14617E-05;Yellow
0;0,000167476;4,26871E-05;6,95555E-05;2,63019E-05;1,61157E-05;Yellow
