Ti/Ca;Ni/Ca;Cu/Ca;Zn/Ca;Br/Ca;Pb/Ca;Cluster
0,000306106;0;7,67763E-06;5,48069E-05;3,01324E-09;3,45067E-06;Green
0,000218322;0;4,11691E-05;9,03427E-05;2,8415E-09;0;Green
0,000156191;0;0;9,62818E-05;2,01834E-09;0;Green
0,000102591;0;3,94727E-05;6,31279E-05;2,82306E-09;0;Green
5,86169E-05;0;4,03423E-05;6,89097E-05;2,07271E-09;0;Green
0;0;1,14367E-05;0,000113591;2,95743E-09;1,02724E-05;Green
0;0;3,41035E-05;0,000116045;4,77181E-09;1,71478E-05;Green
0,00010127;0;1,92701E-05;8,21447E-05;5,6892E-09;1,23649E-05;Green
3,23151E-05;0;2,02101E-05;0,000101676;5,03515E-09;6,18832E-06;Green
6,3938E-05;0;1,1708E-05;0,000140036;2,77864E-09;3,69157E-06;Green
0,000167147;0;9,85762E-06;0,00012944;1,95433E-09;1,9217E-06;Green
0,000104382;0;2,84046E-06;0,000143618;2,31166E-09;3,6288E-06;Green
2,50646E-05;0;4,20799E-05;0,000181768;3,44763E-09;0;Green
1,42743E-05;0;6,80173E-05;0,000118315;4,52203E-09;0;Green
0;0;8,4759E-05;5,24162E-05;3,64637E-09;0;Green
0;0;5,43905E-05;5,65107E-05;3,08236E-09;0;Green
3,28181E-06;0;6,62943E-05;4,84068E-05;3,52058E-09;0;Green
2,38357E-05;0;4,45069E-05;5,196E-05;3,6391E-09;0;Green
0;0;2,29129E-06;4,21568E-05;3,16873E-09;0;Green
0;0;1,19012E-06;2,88326E-05;4,18213E-09;0;Green
0;0;1,84686E-05;5,19698E-05;3,50659E-09;0;Green
5,00717E-05;0;1,77219E-05;3,89428E-05;3,36919E-09;0;Green
3,36549E-05;0;3,5872E-05;3,01008E-05;3,05107E-09;0;Green
0;0;1,99429E-05;2,71596E-05;3,89205E-09;0;Green
9,39094E-06;0;1,05294E-05;1,49286E-05;4,05566E-09;0;Green
0;3,46432E-06;2,74637E-05;2,45307E-06;4,31226E-09;2,46759E-06;Green
0;1,51536E-05;7,58355E-05;1,71078E-05;3,24071E-09;4,18062E-06;Green
0;0;3,27561E-05;1,06797E-05;3,97957E-09;5,03434E-06;Green
0;0;4,15568E-05;3,04887E-05;5,27007E-09;0;Green
0;0;2,99323E-05;2,89043E-05;4,35664E-09;1,99497E-06;Green
0;0;1,38405E-05;4,29269E-05;4,64035E-09;5,07905E-06;Green
0;0;4,69383E-05;4,21901E-05;6,08256E-09;2,07737E-06;Green
0;2,62188E-06;2,15581E-05;2,85255E-05;5,49843E-09;1,72001E-07;Green
0;0;1,15091E-05;2,77763E-05;6,10643E-09;2,46153E-07;Green
0;5,44257E-06;5,12382E-05;7,38902E-05;5,49781E-09;0;Green
0;1,51049E-05;3,70237E-05;6,49289E-05;4,94911E-09;0;Green
0;1,5422E-05;7,62592E-06;4,78731E-05;4,81036E-09;0;Green
7,82318E-07;4,35974E-05;3,41079E-05;1,7354E-05;5,13008E-09;0;Green
1,76397E-07;5,89711E-05;7,45391E-05;0;6,08165E-09;0;Green
1,6052E-05;2,41313E-05;5,04581E-05;2,34165E-06;6,54541E-09;8,47995E-07;Green
2,61982E-05;2,28173E-05;3,53515E-05;0;6,58065E-09;0;Green
0;2,91225E-06;3,11871E-05;1,68874E-06;8,0851E-09;2,31686E-06;Green
0;3,4003E-06;4,66273E-05;0;8,91217E-09;3,97591E-06;Green
0;0;9,12858E-06;0;8,92728E-09;1,98463E-06;Green
0;4,02743E-05;6,25913E-05;0;9,03545E-09;0;Green
7,64651E-06;6,14513E-06;3,42924E-05;0;7,0553E-09;0;Green
7,85793E-06;3,98852E-05;5,98434E-05;0;8,60738E-09;1,19853E-07;Green
3,52993E-05;2,90417E-05;9,39512E-05;6,01708E-06;8,86792E-09;0;Green
1,23188E-05;5,53843E-05;6,68739E-05;5,17752E-06;9,3246E-09;0;Green
2,42337E-05;1,15442E-06;2,17913E-05;0;9,05137E-09;2,92475E-06;Green
2,52141E-05;5,06358E-05;7,06811E-05;0;1,0092E-08;0;Green
0;1,56317E-05;6,07723E-06;0;1,16975E-08;3,75139E-06;Green
2,32357E-05;0;0;0;1,05374E-08;1,36901E-06;Green
4,27359E-06;0;0;5,3467E-06;1,19555E-08;0;Green
0;2,39219E-05;7,52091E-06;1,82741E-06;1,19099E-08;0;Green
0;0;0;0;1,08406E-08;0;Green
0;0;0;0;1,22922E-08;0;Green
0;0;0;0;1,01284E-08;0;Green
0;1,58232E-05;2,44401E-05;3,2136E-06;1,25573E-08;0;Green
0;0;1,55269E-05;2,85587E-06;1,1547E-08;0;Green
0;0;2,45988E-05;1,10881E-05;8,62683E-09;0;Green
0;7,52236E-05;0,00014092;1,67965E-05;8,05436E-09;0;Green
0;5,03486E-05;9,763E-05;0;7,50702E-09;0;Green
0;3,69916E-05;7,83833E-05;0;7,16562E-09;0;Green
0;3,16651E-05;5,90417E-05;0;7,4554E-09;0;Green
0;0;3,00606E-06;0;6,4401E-09;0;Green
0;8,99505E-06;1,09228E-05;2,06885E-06;7,34356E-09;0;Green
0;3,42544E-05;1,23611E-05;0;7,99385E-09;0;Green
0;4,70157E-06;0;0;7,33174E-09;0;Green
0;0;9,98702E-06;0;5,79991E-09;0;Green
0;6,81735E-06;8,84183E-05;0;4,22675E-09;0;Green
0;1,84145E-05;7,64767E-05;0;5,54203E-09;0;Green
0;3,42641E-05;7,73811E-05;0;4,31856E-09;0;Green
0;2,06666E-05;3,74487E-05;0;5,01588E-09;6,32965E-07;Green
0;3,15981E-05;3,07762E-05;0;4,79222E-09;2,67527E-07;Green
0;4,04339E-05;8,03401E-05;0;3,99737E-09;1,53458E-06;Green
1,49613E-06;1,00172E-05;5,91415E-05;0;3,43511E-09;0;Green
3,64319E-05;2,79448E-05;6,265E-05;0;3,48751E-09;3,47395E-06;Green
4,91387E-05;2,0236E-05;4,63056E-05;0;2,7938E-09;6,08467E-06;Green
3,46953E-05;1,53886E-07;7,25127E-05;0;2,43132E-09;2,76991E-06;Green
0;0;3,22565E-05;0;3,01572E-09;1,76604E-06;Green
0;0;5,20407E-05;2,03756E-05;3,58517E-09;0;Green
0;0;8,133E-05;1,88992E-05;1,8825E-09;8,59271E-07;Green
0;0;6,96407E-05;0;2,3975E-09;0;Green
3,32066E-05;0;6,73889E-05;0;1,32373E-09;1,7339E-06;Green
1,64242E-05;0;7,82143E-05;5,11687E-06;1,70033E-09;1,57978E-06;Green
0;0;1,36861E-05;4,72901E-05;2,20611E-09;1,44497E-06;Green
5,80199E-06;0;2,67728E-05;6,69627E-05;2,70888E-09;1,72741E-06;Green
0;0;3,16267E-05;3,11789E-05;3,19134E-09;2,30807E-06;Green
0;0;8,56701E-05;1,54478E-05;1,65972E-09;1,76675E-06;Green
0;0;6,80789E-05;1,38125E-05;3,39489E-09;5,73892E-06;Green
0;0;5,9026E-05;2,06012E-05;3,2592E-09;6,86853E-06;Green
0;0;7,29122E-05;3,30356E-05;3,13983E-09;7,06257E-06;Green
0;0;6,05329E-05;3,32498E-05;3,72588E-09;6,8678E-06;Green
0;0;3,61497E-05;2,79938E-05;3,0507E-09;6,62956E-06;Green
0;0;4,49721E-05;2,57368E-05;3,19326E-09;3,39756E-06;Green
0;0;5,824E-05;2,0696E-05;3,04192E-09;6,55476E-06;Green
2,75195E-06;0;6,40188E-05;3,86371E-05;3,58165E-09;1,9419E-06;Green
2,38397E-05;0;5,32181E-05;4,40998E-05;1,48199E-09;4,8535E-06;Green
2,14482E-05;0;3,1902E-05;4,90221E-05;2,70655E-09;7,61537E-06;Green
3,15354E-06;0;7,7128E-06;5,02359E-05;3,19077E-09;7,97836E-06;Green
0;0;2,33936E-05;5,8549E-05;3,25873E-09;1,19165E-05;Green
9,52202E-06;0;1,98385E-05;5,30994E-05;2,55506E-09;9,79337E-06;Green
2,99265E-06;0;2,10497E-05;5,65193E-05;2,50646E-09;6,57879E-06;Green
0;0;5,48471E-05;9,41035E-05;2,61483E-09;1,21897E-05;Green
2,63843E-05;0;2,25681E-05;0,000100866;2,38248E-09;1,12309E-05;Green
2,4922E-05;0;2,19853E-05;0,000102348;2,87641E-09;1,09795E-05;Green
4,8417E-05;0;2,58416E-05;0,000120725;4,29679E-09;1,13863E-05;Green
5,0581E-05;0;2,67618E-05;0,00010429;1,89465E-09;1,3076E-05;Green
6,28472E-05;0;3,04577E-05;8,31763E-05;2,67479E-09;1,15652E-05;Green
5,98652E-05;0;5,91957E-05;6,34688E-05;3,10406E-09;1,21294E-05;Green
3,4381E-05;0;4,54529E-05;6,18886E-05;2,95789E-09;1,08859E-05;Green
2,59258E-05;0;5,74542E-05;6,17872E-05;1,26635E-09;7,59015E-06;Green
2,62829E-05;0;5,26057E-05;3,80893E-05;2,17743E-09;8,19345E-06;Green
2,67196E-05;0;5,92714E-05;2,31799E-05;1,94904E-09;1,13524E-05;Green
0;0;3,52352E-05;2,99042E-05;1,60689E-09;8,86345E-06;Green
2,02599E-05;0;5,17941E-05;2,56447E-05;1,49795E-09;6,66816E-06;Green
0;0;3,05587E-05;3,71098E-05;1,83968E-09;1,15153E-05;Green
0;0;1,5011E-05;3,90067E-05;2,51568E-09;1,51103E-05;Green
2,52823E-05;0;3,31539E-05;4,40081E-05;1,77274E-09;1,40556E-05;Green
3,90131E-05;0;4,32828E-05;4,59921E-05;2,31357E-09;1,43524E-05;Green
2,82081E-05;0;3,68549E-05;5,41837E-05;2,08731E-09;9,66283E-06;Green
5,2606E-05;0;2,38947E-05;3,72866E-05;2,1062E-09;9,12297E-06;Green
3,35376E-05;0;1,70678E-05;4,50149E-05;1,90637E-09;1,28427E-05;Green
3,94625E-05;0;3,5942E-05;4,73709E-05;2,23282E-09;1,52412E-05;Green
0;0;2,22206E-05;4,69806E-05;3,09422E-09;1,47814E-05;Green
3,19846E-05;0;1,67254E-05;4,67162E-05;2,0287E-09;1,14198E-05;Green
0,000111271;0;2,14074E-05;5,66279E-05;1,6697E-09;1,20553E-05;Green
0,0001336;0;2,73216E-05;6,61464E-05;2,69045E-09;1,09802E-05;Green
4,08111E-05;0;3,54449E-05;0,000100231;2,70367E-09;1,04919E-05;Green
5,4036E-05;0;2,2078E-05;0,000103906;3,97527E-09;9,50608E-06;Green
4,90478E-05;0;3,34173E-05;8,49001E-05;3,25757E-09;8,96325E-06;Green
5,32726E-05;0;1,41207E-05;6,27686E-05;2,58892E-09;7,29178E-06;Green
4,6166E-05;0;4,51999E-05;6,74722E-05;2,37719E-09;9,14834E-06;Green
0,000144773;0;8,94452E-05;3,18427E-05;1,24625E-09;3,58105E-06;Green
0,000210181;0;6,96809E-05;3,29791E-05;1,39713E-09;2,86228E-06;Green
0,000130523;0;4,57373E-05;4,13161E-05;2,63396E-09;3,48665E-06;Green
6,81614E-05;0;3,3348E-05;5,38403E-05;2,31861E-09;0;Green
7,04948E-05;0;3,47436E-05;2,74226E-05;1,59765E-09;0;Green
1,80333E-05;0;5,64987E-05;2,19368E-05;1,90022E-09;0;Green
0,00011277;0;6,45965E-05;1,11233E-05;1,44049E-09;1,34184E-06;Green
0,000175962;0;9,75501E-05;0;1,50823E-09;0;Green
4,12515E-05;0;0,000124471;5,93457E-06;1,31173E-09;7,84723E-07;Green
2,22631E-05;0;0,000122485;1,15579E-05;1,54437E-09;1,65905E-06;Green
7,59102E-05;0;9,23779E-05;1,64303E-05;2,76969E-09;1,24725E-06;Green
3,81779E-05;0;7,26622E-05;2,28427E-05;1,58892E-09;3,28153E-07;Green
4,80261E-05;0;5,69994E-05;1,81237E-05;1,42003E-09;8,34052E-07;Green
7,08701E-05;0;8,00406E-05;1,98423E-05;4,23423E-10;1,91438E-06;Green
5,99722E-05;0;7,23295E-05;2,00059E-05;8,79832E-10;2,40292E-06;Green
0,000104059;1,48098E-06;6,50858E-05;3,00089E-05;2,26198E-09;2,19763E-06;Green
8,59037E-05;0;7,09869E-05;2,37399E-05;2,75557E-09;0;Green
0,00011492;0;6,54561E-05;2,22919E-05;2,57115E-09;0;Green
0,000121787;0;5,69431E-05;5,75669E-05;1,95964E-09;3,69455E-06;Green
0,000114494;0;2,61552E-05;7,4945E-05;2,92003E-09;5,03018E-06;Green
8,18216E-05;0;3,27339E-05;7,50665E-05;3,23095E-09;5,89752E-06;Green
3,14412E-05;0;5,91618E-05;5,20454E-05;1,20997E-09;5,26032E-06;Green
2,30568E-06;0;4,91737E-05;4,38284E-05;1,33702E-09;2,90943E-06;Green
2,87106E-06;0;4,59042E-05;5,62566E-05;2,61263E-09;1,33711E-06;Green
2,4434E-06;0;9,20488E-05;5,12966E-05;2,95498E-09;6,34963E-07;Green
3,66864E-05;1,00292E-05;8,16008E-05;4,78077E-05;2,31626E-09;0;Green
9,33306E-05;1,85636E-06;6,21126E-05;4,95304E-05;2,39597E-09;0;Green
0,00012404;0;6,48952E-05;3,46259E-05;2,57748E-09;0;Green
5,78539E-05;0;8,0364E-05;2,55455E-05;1,12402E-09;3,16398E-07;Green
7,40279E-05;0;0,000103117;2,14292E-05;1,10746E-09;0;Green
8,16831E-05;0;7,58168E-05;2,17203E-05;1,74688E-09;0;Green
0;0;4,37307E-05;4,52136E-05;3,0239E-09;0;Green
0;3,25603E-05;4,09943E-05;4,02148E-05;2,28832E-09;0;Green
0,00011672;2,89629E-06;2,02984E-05;0;4,06592E-10;2,70811E-06;Green
0,000221652;3,59462E-06;4,67042E-05;1,53663E-05;1,21662E-09;1,64962E-06;Green
0,000190997;0;8,21721E-05;2,09991E-05;1,34747E-09;8,5633E-08;Green
4,12096E-05;2,02052E-05;0,000132484;0;9,53997E-10;2,25055E-07;Green
6,18892E-05;2,37709E-06;4,57092E-05;0;1,19779E-09;0;Green
8,31924E-05;0;0;0;3,24238E-09;2,53262E-07;Green
2,7833E-05;0;0;5,22316E-06;3,807E-09;5,92244E-08;Green
4,35411E-05;0;9,58665E-06;2,73352E-05;2,80254E-09;0;Green
0,000206322;0;1,21741E-05;3,06228E-05;3,04386E-09;0;Green
0,000219445;4,5281E-05;3,14904E-05;3,97709E-05;4,14846E-09;0;Green
7,03039E-05;0;0,000103305;3,48331E-05;4,51808E-09;0;Green
4,76457E-05;0;0,000102367;2,09535E-05;4,37151E-09;0;Green
0,000125767;2,10012E-05;8,93023E-05;1,19109E-05;3,59867E-09;3,39798E-06;Green
0,000125356;0;0,00012177;1,58651E-06;2,23314E-09;5,75269E-06;Green
0,000103159;4,00906E-06;9,34709E-05;0;1,99412E-09;3,08025E-06;Green
3,58798E-05;3,99939E-05;0,000101163;1,97834E-05;0;3,82657E-06;Green
0;2,68638E-05;9,09042E-05;4,4315E-05;9,20241E-11;8,49439E-07;Green
0;2,63906E-05;7,29934E-05;4,60528E-05;2,68827E-09;8,34987E-07;Green
0;7,64589E-05;3,91957E-05;5,21529E-06;2,77309E-09;7,33206E-07;Green
0;1,34382E-05;3,45317E-05;0;3,40601E-09;0;Green
0;0;0;0;3,61375E-09;0;Green
0;2,00144E-05;2,00684E-05;1,9971E-05;2,89814E-09;0;Green
0;0;2,14698E-05;7,76628E-06;2,36469E-09;0;Green
0;0;1,464E-05;1,48587E-05;1,72345E-09;2,77885E-07;Green
0;0;2,56338E-05;1,7827E-05;3,60782E-09;0;Green
0;0;4,862E-05;1,02997E-05;3,35312E-09;0;Green
6,32063E-05;4,82841E-05;4,31751E-05;2,00768E-05;2,74164E-09;0;Green
6,72723E-05;7,78753E-05;8,18741E-06;1,05074E-05;2,11449E-09;0;Green
3,64762E-05;0,000106422;9,01015E-06;1,09024E-05;3,09921E-09;0;Green
3,14729E-05;2,73893E-05;3,19665E-05;7,95474E-06;4,85374E-09;0;Green
1,04172E-05;2,45624E-05;5,97581E-05;1,48522E-05;3,18601E-09;0;Green
1,1936E-05;2,52968E-05;4,00989E-05;0;2,68688E-09;0;Green
5,1756E-05;2,15313E-05;7,51679E-05;0;1,91255E-09;0;Green
9,74625E-06;2,77386E-05;0,000116544;0;7,20073E-10;0;Green
1,77139E-05;3,16542E-06;9,47509E-05;0;1,25113E-09;0;Green
0;6,06984E-06;0,000114291;7,71943E-06;2,34082E-09;0;Green
9,4905E-06;9,44566E-06;0,000105146;1,81161E-05;4,77141E-09;6,77323E-07;Green
2,75891E-05;2,71241E-05;0,000110936;1,46245E-05;5,08518E-09;3,68973E-06;Green
8,54169E-06;3,31633E-05;0,000114794;2,73257E-05;4,97471E-09;0;Green
4,98771E-05;0;6,60446E-05;3,61379E-05;4,35169E-09;2,20386E-06;Green
0,000206004;0;4,92433E-05;5,13669E-05;4,42912E-09;4,35778E-06;Green
0,000221668;0;3,17041E-05;6,81763E-05;6,60581E-09;3,81742E-06;Green
0,000265472;0;5,28759E-05;4,67481E-05;8,00692E-09;5,71885E-06;Green
0,00017966;0;5,90218E-05;3,76405E-05;7,92784E-09;0;Green
0,000212664;0;0,00010669;3,91947E-05;6,58109E-09;1,91148E-06;Green
0,000206884;4,15636E-06;0,000143965;2,98512E-05;5,08562E-09;6,36806E-06;Green
9,50953E-05;0;0,000148308;3,85719E-05;2,32513E-09;3,31527E-06;Green
0;0;0,000148637;3,28126E-05;9,92186E-10;6,27557E-07;Green
4,82513E-05;2,77446E-05;0,000120963;0;2,33011E-09;3,92959E-07;Green
0,000209507;3,6458E-05;0,000102976;0;4,26812E-09;3,54659E-07;Green
0,000146215;0;7,77841E-05;0;3,05717E-09;0;Green
0;5,82577E-06;0,000193622;2,16474E-05;4,1326E-09;2,39528E-07;Green
0;3,03898E-06;0,000205232;6,39345E-05;7,80887E-09;8,72384E-06;Green
0;4,18655E-05;0,000170961;0,000172327;1,17967E-08;1,12881E-05;Green
0;2,49263E-05;5,62879E-05;0,000107241;9,1738E-09;8,72946E-06;Green
0;2,49055E-05;4,99598E-05;1,18823E-05;7,90119E-09;3,21455E-07;Green
2,007E-05;7,57632E-05;0,000112886;0;5,73095E-09;2,55803E-06;Green
0;3,15112E-05;9,68428E-05;7,46895E-06;6,09864E-09;1,62455E-06;Green
1,51258E-05;0;6,46489E-05;1,13708E-06;5,88797E-09;2,75519E-06;Green
5,33559E-05;6,51258E-05;5,79891E-06;9,77241E-06;4,56955E-09;4,19848E-06;Green
6,25295E-05;3,06404E-06;1,63783E-05;6,19472E-06;3,46978E-09;1,90749E-06;Green
1,29903E-05;0;0,000163462;2,22283E-05;6,42735E-09;1,80669E-06;Green
1,42433E-05;0;0,000218236;2,37195E-05;1,26999E-08;0;Green
4,58333E-05;0;0,000202045;2,92035E-05;2,05574E-08;1,99832E-06;Green
0,00028398;0;0;0;2,20314E-08;8,51352E-06;Green
0,000450568;8,09346E-07;0;1,7721E-05;0,000110556;0;Black
0,000710904;9,70967E-05;1,56985E-05;2,57139E-05;9,6588E-05;0;Black
0,000605829;0,000152448;5,90712E-05;8,11186E-05;8,07444E-05;0;Black
0,000377292;0,00025271;0,000105371;0,000110365;7,14494E-05;1,99557E-07;Black
0,00012392;0,000327355;0,000202278;6,15569E-05;9,78598E-05;7,68835E-06;Black
0;0,000263067;0,000352864;5,53303E-06;0,000137826;5,63009E-06;Black
0;0,000156204;0,000304404;2,48338E-06;0,000109819;4,91048E-06;Black
0;0,000106562;0,000143123;2,09393E-06;0,000109364;4,7602E-06;Black
0;2,91243E-05;6,04301E-05;1,42962E-06;0,000140971;8,3811E-06;Black
0;7,23349E-05;0,000128173;3,84545E-05;0,000104647;5,32632E-06;Black
0;5,74708E-05;0,000122505;4,7477E-05;7,13567E-05;3,04288E-06;Black
0;0,000143324;0;1,64749E-05;4,60788E-05;0;Black
0;0,000299006;0;0;2,6613E-05;0;Black
8,32343E-07;0,000207324;0;4,57664E-06;0;0;Black
0;5,73181E-05;3,41644E-06;3,50383E-05;0;3,25661E-06;Black
0;3,95742E-05;0;5,29666E-05;0;9,65912E-07;Black
0;8,8492E-05;0;3,46562E-05;0;1,28972E-06;Black
0;0,000137882;1,9494E-05;3,23561E-05;1,96255E-05;0;Black
0;0,000196607;6,61707E-05;2,49866E-05;4,62653E-05;0;Black
0;0,000141933;0,000122651;2,88871E-05;3,47042E-06;0;Black
0;0,000139148;0,000180084;2,43765E-05;0;2,60628E-06;Black
0;0,000110114;0,000214338;1,65818E-05;0;5,13017E-06;Black
0;7,65692E-05;0,000153521;5,01328E-06;0;7,60874E-06;Black
0;0,000127896;0,000178197;8,62461E-06;0;1,32719E-05;Black
0;3,07087E-05;7,04804E-05;1,47536E-05;8,8774E-07;1,73522E-05;Black
0;2,68774E-05;4,76974E-05;4,88788E-05;2,13956E-05;1,89034E-05;Black
0;5,17195E-05;6,17084E-06;6,27675E-05;5,80732E-05;1,56537E-05;Black
0;0,000184089;3,06792E-05;9,15861E-05;0,000107411;2,03453E-05;Black
0;0,00026098;3,49278E-06;8,01409E-05;0,000123344;1,50892E-05;Black
0;0,000292732;4,91608E-07;4,60181E-05;0,000106508;7,05977E-06;Black
0;0,000124455;1,37958E-05;0;5,80394E-05;0;Black
0;2,02638E-05;5,60654E-05;0;2,37161E-05;0;Black
1,66118E-05;2,44261E-05;6,56752E-05;0;2,58796E-05;0;Black
0;2,2385E-05;5,66769E-05;0;2,79118E-05;0;Black
0;4,53198E-05;7,90953E-05;0;3,41783E-05;0;Black
0;4,30228E-05;4,32893E-05;0;4,09639E-05;0;Black
0;4,80981E-05;4,16898E-05;0;3,60135E-05;3,05901E-07;Black
0;3,21044E-05;4,65778E-05;0;3,09566E-05;9,43502E-08;Black
0;3,24342E-05;4,49095E-05;0;4,23167E-05;0;Black
0;0;8,06841E-05;3,12207E-06;4,27475E-05;0;Black
0;0;0,000103181;2,35125E-05;2,30227E-05;0;Black
3,42649E-05;0;1,9135E-05;1,78684E-05;4,1653E-06;1,39774E-07;Black
3,95758E-05;0,000113081;1,02456E-05;3,15101E-05;3,33937E-06;5,97553E-06;Black
0;0,000264251;2,29886E-05;5,8232E-05;3,15575E-05;2,75962E-05;Black
0;0,000306976;1,04275E-05;7,94368E-05;7,42146E-05;4,4158E-05;Black
0;0,000264348;2,7312E-05;0,00011238;8,24617E-05;5,27105E-05;Black
0;0,00014306;1,31099E-05;0,000126407;7,70393E-05;5,37791E-05;Black
4,33058E-05;5,30837E-05;4,00533E-05;7,24809E-05;6,06463E-05;3,35694E-05;Black
6,09356E-05;8,95632E-05;4,97104E-05;3,36283E-05;3,28054E-05;1,85765E-05;Black
7,12327E-06;6,5949E-06;8,08432E-06;6,39607E-05;1,82016E-05;1,85171E-05;Black
4,76986E-06;3,02336E-05;4,06719E-05;0,000108899;3,02574E-05;1,88793E-05;Black
0,000147776;1,25964E-05;0;5,46751E-05;5,64943E-05;1,33585E-05;Black
0,000230976;1,12459E-05;3,98342E-07;3,86618E-05;5,20609E-05;6,3392E-06;Black
0,000115399;1,77811E-05;0;3,6951E-05;3,83829E-05;2,46406E-06;Black
0;0,000113365;0;0,000106132;2,17009E-05;9,44791E-06;Black
0;0,000126941;2,60047E-06;0,000192824;2,28584E-05;1,99349E-05;Black
0;6,33324E-05;1,03023E-05;0,000332292;3,80069E-05;2,28006E-05;Black
0;6,83106E-05;9,84264E-06;0,000370249;5,11243E-05;2,63777E-05;Black
0;8,09461E-05;7,38091E-06;0,000376444;3,95905E-05;2,7547E-05;Black
0;3,63049E-05;1,11854E-05;0,000327405;4,35449E-05;1,83724E-05;Black
0;4,79767E-06;2,26516E-05;0,000220437;4,61459E-05;5,02876E-06;Black
0;0;3,40144E-05;0,000154175;3,66633E-05;0;Black
0;0;3,9677E-05;0,000157606;4,14332E-05;0;Black
0;0;4,41114E-05;0,00019196;3,46535E-05;0;Black
0;0;3,90554E-05;0,000212332;1,69408E-05;0;Black
0;0;7,46335E-05;0,000211364;1,15194E-05;0;Black
0;1,92391E-05;1,6547E-05;0,000134157;2,45292E-05;7,82018E-07;Black
0;3,50807E-05;1,38002E-05;0,000115027;8,80842E-06;0;Black
0;0;5,7715E-05;0,00014266;5,72117E-06;0;Black
0;0;5,61034E-05;0,000170217;0;1,66567E-07;Black
0;4,6861E-07;2,82236E-05;0,000157218;0;1,54208E-06;Black
0;1,67445E-05;1,24453E-05;0,000195801;0;3,33801E-06;Black
0;1,31118E-05;2,38715E-05;0,000237617;0;3,54869E-06;Black
0;0;1,91411E-05;0,000273425;4,16337E-07;2,27302E-06;Black
0;4,01326E-06;2,4414E-05;0,000212569;0;7,72677E-07;Black
0;7,14118E-05;5,7309E-05;0,000157511;0;7,73858E-06;Black
0;8,8995E-05;3,11141E-05;0,000125759;9,67209E-06;3,31397E-06;Black
6,76069E-06;0,000121995;6,21655E-06;7,05686E-05;6,73521E-05;1,35957E-06;Black
0;2,14687E-05;1,81745E-05;8,28534E-05;4,60012E-05;1,58147E-05;Black
0;3,65763E-05;1,36661E-05;0,000134362;2,50039E-07;2,9054E-05;Black
0;0,000105793;7,23151E-06;0,00012841;0;2,71892E-05;Black
0;3,4684E-05;0;8,25601E-05;1,39419E-05;2,19141E-05;Black
0;0;8,40897E-06;6,08491E-05;1,29885E-05;1,19333E-05;Black
0;0;1,95043E-05;6,29237E-05;9,76378E-06;8,52175E-06;Black
0;0,00015267;0;8,3888E-06;1,85541E-05;3,97696E-06;Black
5,06083E-05;0,000298891;0;1,33457E-06;3,23718E-05;0;Black
4,70267E-05;0,000262737;6,43046E-05;4,44486E-06;2,49697E-05;0;Black
0;0,000449326;0,000164127;9,84677E-06;1,95939E-05;1,37226E-06;Black
0;0,000496337;0,000179354;3,35515E-06;1,95469E-05;2,55168E-06;Black
8,25425E-05;0,000346597;4,26043E-05;1,28838E-05;1,59795E-05;2,71742E-06;Black
0,000165899;9,55188E-05;7,18384E-06;3,19916E-05;1,54928E-05;3,92679E-06;Black
3,47313E-05;3,61511E-06;3,05548E-05;0,000105363;3,02201E-05;9,31018E-06;Black
0;6,78218E-06;6,99839E-05;0,000151037;5,80841E-05;2,16276E-05;Black
0;1,75464E-05;4,50538E-05;0,000124753;5,97762E-05;3,02678E-05;Black
0;2,44107E-05;8,25583E-05;5,20478E-05;7,05852E-05;1,62129E-05;Black
0;5,50699E-05;0,000230752;3,76713E-05;6,22506E-05;1,63587E-05;Black
0;1,28617E-05;0,000105106;4,25282E-05;6,05272E-05;2,24997E-05;Black
0;5,52567E-06;1,59426E-05;4,60519E-05;7,66521E-05;2,47374E-05;Black
0;0;0;4,9681E-05;9,27085E-05;1,8515E-05;Black
0;0;0;1,73679E-05;8,18543E-05;9,89165E-06;Black
0;5,71978E-06;0;1,7695E-06;5,04933E-05;1,43964E-06;Black
0;4,07979E-05;2,50951E-05;1,34312E-06;4,55392E-05;0;Black
0;6,62931E-05;0,000119314;1,62201E-06;1,17097E-05;0;Black
0;8,4286E-05;8,95958E-05;0;7,94649E-06;1,04051E-06;Black
0;0,00013127;2,78061E-05;6,74491E-06;1,17075E-06;5,76411E-07;Black
0;0,000220855;1,36484E-05;2,16222E-05;0;6,5684E-06;Black
0;0,000182713;9,49734E-05;1,73357E-05;0;3,20885E-06;Black
0;7,92078E-05;0,000160778;1,31343E-06;5,05406E-05;0;Black
8,34178E-06;5,51393E-05;0,000257788;0;9,18183E-05;0;Black
7,87706E-05;0;7,31108E-05;1,64689E-06;5,78223E-05;0;Black
0;0;0;2,0897E-05;5,90284E-05;4,03053E-06;Black
0;2,60456E-05;1,11978E-05;3,82042E-05;6,70714E-05;1,50272E-06;Black
0;6,49214E-05;4,2559E-06;9,74067E-05;3,54684E-05;0;Black
0;8,58854E-05;1,63849E-05;0,000137864;1,54273E-05;0;Black
2,11041E-06;5,78666E-05;2,08674E-05;6,91227E-05;5,81351E-05;0;Black
0;2,23949E-05;3,36477E-05;4,37509E-05;5,28336E-05;1,09728E-05;Black
9,61035E-05;0;8,36993E-06;2,83183E-05;3,09889E-05;2,0577E-05;Black
